End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV10,Status/units,NV25,Status/units,PM25,Status/units,V10,Status/units,V25,Status/units
21-08-2024,12:00:00,12.4,P ugm-3 (TEOM FDMS),8.60013,P ugm-3,11.69972,P ugm-3,24.88641,P ugm-3,8.9,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),3.6,P ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS)
21-08-2024,13:00:00,18.5,P ugm-3 (TEOM FDMS),7.5181,P ugm-3,8.76881,P ugm-3,20.29641,P ugm-3,15.7,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),5.3,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS)
21-08-2024,14:00:00,18.1,P ugm-3 (TEOM FDMS),9.14271,P ugm-3,8.97919,P ugm-3,22.99781,P ugm-3,13.8,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS)
21-08-2024,15:00:00,13.8,P ugm-3 (TEOM FDMS),11.26624,P ugm-3,9.73941,P ugm-3,27.01406,P ugm-3,12.3,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS)
21-08-2024,16:00:00,13,P ugm-3 (TEOM FDMS),7.01918,P ugm-3,7.97513,P ugm-3,18.73772,P ugm-3,10.9,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS)
21-08-2024,17:00:00,10.2,P ugm-3 (TEOM FDMS),8.99303,P ugm-3,8.05641,P ugm-3,21.84553,P ugm-3,9.4,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
21-08-2024,18:00:00,16.4,P ugm-3 (TEOM FDMS),13.56751,P ugm-3,15.00834,P ugm-3,35.81156,P ugm-3,14,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),5.9,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS)
21-08-2024,19:00:00,16.1,P ugm-3 (TEOM FDMS),8.73422,P ugm-3,10.87734,P ugm-3,24.26963,P ugm-3,16.1,P ugm-3 (TEOM FDMS),6.6,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS),-0.3,P ugm-3 (TEOM FDMS)
21-08-2024,20:00:00,15.1,P ugm-3 (TEOM FDMS),10.30894,P ugm-3,12.03919,P ugm-3,27.846,P ugm-3,14.3,P ugm-3 (TEOM FDMS),5.9,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
21-08-2024,21:00:00,12.5,P ugm-3 (TEOM FDMS),12.75988,P ugm-3,10.97775,P ugm-3,30.54263,P ugm-3,10.9,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS)
21-08-2024,22:00:00,11.2,P ugm-3 (TEOM FDMS),10.55528,P ugm-3,11.08772,P ugm-3,27.27225,P ugm-3,8.3,P ugm-3 (TEOM FDMS),0.9,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS)
21-08-2024,23:00:00,11.2,P ugm-3 (TEOM FDMS),8.4068,P ugm-3,9.69159,P ugm-3,22.58184,P ugm-3,9.2,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS)
21-08-2024,24:00:00,14.3,P ugm-3 (TEOM FDMS),3.61093,P ugm-3,6.91847,P ugm-3,12.45516,P ugm-3,7.6,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),6.7,P ugm-3 (TEOM FDMS),5.5,P ugm-3 (TEOM FDMS)
22-08-2024,01:00:00,12.5,P ugm-3 (TEOM FDMS),1.18909,P ugm-3,3.71662,P ugm-3,5.53988,P ugm-3,10.7,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS)
22-08-2024,02:00:00,12.3,P ugm-3 (TEOM FDMS),0.55713,P ugm-3,3.2895,P ugm-3,4.14375,P ugm-3,8.7,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),5.6,P ugm-3 (TEOM FDMS),3.6,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS)
22-08-2024,03:00:00,13.4,P ugm-3 (TEOM FDMS),0.82322,P ugm-3,3.53334,P ugm-3,4.79559,P ugm-3,8,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),6.6,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS)
22-08-2024,04:00:00,8.9,P ugm-3 (TEOM FDMS),0.80139,P ugm-3,2.82094,P ugm-3,4.04972,P ugm-3,8.5,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS),-0.2,P ugm-3 (TEOM FDMS)
22-08-2024,05:00:00,10.3,P ugm-3 (TEOM FDMS),4.51834,P ugm-3,5.99091,P ugm-3,12.91894,P ugm-3,7.5,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS)
22-08-2024,06:00:00,13.3,P ugm-3 (TEOM FDMS),12.6102,P ugm-3,12.87591,P ugm-3,32.21128,P ugm-3,12.2,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),5.2,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS)
22-08-2024,07:00:00,15.7,P ugm-3 (TEOM FDMS),19.42046,P ugm-3,12.71813,P ugm-3,42.49575,P ugm-3,14.2,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS)
22-08-2024,08:00:00,13.8,P ugm-3 (TEOM FDMS),20.26863,P ugm-3,15.19481,P ugm-3,46.27294,P ugm-3,12.5,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS)
22-08-2024,09:00:00,17.6,P ugm-3 (TEOM FDMS),13.55815,P ugm-3,15.11831,P ugm-3,35.90719,P ugm-3,12.6,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),7.9,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS)
22-08-2024,10:00:00,21.1,P ugm-3 (TEOM FDMS),11.33796,P ugm-3,13.57875,P ugm-3,30.96338,P ugm-3,20.7,P ugm-3 (TEOM FDMS),10.1,P ugm-3 (TEOM FDMS),9.5,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS)
22-08-2024,11:00:00,13.9,P ugm-3 (TEOM FDMS),12.61644,P ugm-3,11.44631,P ugm-3,30.79125,P ugm-3,11.7,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),5.2,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS)
22-08-2024,12:00:00,8.7,P ugm-3 (TEOM FDMS),9.39841,P ugm-3,9.60075,P ugm-3,24.01144,P ugm-3,9.3,P ugm-3 (TEOM FDMS),3.6,P ugm-3 (TEOM FDMS),2.7,P ugm-3 (TEOM FDMS),-0.5,P ugm-3 (TEOM FDMS),-0.8,P ugm-3 (TEOM FDMS)
22-08-2024,13:00:00,13.4,P ugm-3 (TEOM FDMS),11.05732,P ugm-3,11.48456,P ugm-3,28.43888,P ugm-3,8.5,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),7.8,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS)
22-08-2024,14:00:00,9.7,P ugm-3 (TEOM FDMS),14.37825,P ugm-3,12.546,P ugm-3,34.59234,P ugm-3,8.5,P ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS)
22-08-2024,15:00:00,9.4,P ugm-3 (TEOM FDMS),14.11944,P ugm-3,13.74609,P ugm-3,35.39559,P ugm-3,5.6,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS)
22-08-2024,16:00:00,5.2,P ugm-3 (TEOM FDMS),12.63515,P ugm-3,8.91225,P ugm-3,28.28588,P ugm-3,3.9,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS)
22-08-2024,17:00:00,8.7,P ugm-3 (TEOM FDMS),14.59341,P ugm-3,10.51875,P ugm-3,32.895,P ugm-3,6.5,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS)
22-08-2024,18:00:00,8.7,P ugm-3 (TEOM FDMS),12.86278,P ugm-3,11.79534,P ugm-3,31.518,P ugm-3,3,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS)
22-08-2024,19:00:00,14,P ugm-3 (TEOM FDMS),12.84407,P ugm-3,14.40591,P ugm-3,34.09988,P ugm-3,9.6,P ugm-3 (TEOM FDMS),5.6,P ugm-3 (TEOM FDMS),9,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS)
22-08-2024,20:00:00,6.5,P ugm-3 (TEOM FDMS),10.047,P ugm-3,7.45397,P ugm-3,22.85916,P ugm-3,6.9,P ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),-0.4,P ugm-3 (TEOM FDMS),-1,P ugm-3 (TEOM FDMS)
22-08-2024,21:00:00,8.2,P ugm-3 (TEOM FDMS),7.57111,P ugm-3,8.06119,P ugm-3,19.67006,P ugm-3,3.7,P ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS)
22-08-2024,22:00:00,4.5,P ugm-3 (TEOM FDMS),4.69297,P ugm-3,9.47166,P ugm-3,16.66744,P ugm-3,1.8,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS)
22-08-2024,23:00:00,4.5,P ugm-3 (TEOM FDMS),3.47061,P ugm-3,6.20606,P ugm-3,11.52759,P ugm-3,2.8,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS)
22-08-2024,24:00:00,7.6,P ugm-3 (TEOM FDMS),2.96234,P ugm-3,4.17403,P ugm-3,8.71622,P ugm-3,3.7,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS)
23-08-2024,01:00:00,7,P ugm-3 (TEOM FDMS),1.26809,P ugm-3,3.009,P ugm-3,4.95338,P ugm-3,1.9,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),5.1,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS)
23-08-2024,02:00:00,7.2,P ugm-3 (TEOM FDMS),1.15583,P ugm-3,1.326,P ugm-3,3.09825,P ugm-3,1.2,P ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),5.9,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS)
23-08-2024,03:00:00,4.7,P ugm-3 (TEOM FDMS),0.84816,P ugm-3,2.0655,P ugm-3,3.366,P ugm-3,-0.4,P ugm-3 (TEOM FDMS),-1.9,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),5.1,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS)
23-08-2024,04:00:00,4.8,P ugm-3 (TEOM FDMS),0.96978,P ugm-3,3.9015,P ugm-3,5.38847,P ugm-3,2.7,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS)
23-08-2024,05:00:00,9.6,P ugm-3 (TEOM FDMS),6.56392,P ugm-3,2.54363,P ugm-3,12.60816,P ugm-3,4.6,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),6.6,P ugm-3 (TEOM FDMS),5.1,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS)
23-08-2024,06:00:00,6,P ugm-3 (TEOM FDMS),5.21683,P ugm-3,6.66984,P ugm-3,14.66888,P ugm-3,5.9,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS)
23-08-2024,07:00:00,2,P ugm-3 (TEOM FDMS),9.87862,P ugm-3,7.803,P ugm-3,22.95,P ugm-3,6.1,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS),-4,P ugm-3 (TEOM FDMS),-4.1,P ugm-3 (TEOM FDMS)
23-08-2024,08:00:00,4.8,P ugm-3 (TEOM FDMS),7.07531,P ugm-3,7.47309,P ugm-3,18.32175,P ugm-3,9.7,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),0.1,P ugm-3 (TEOM FDMS),-4.9,P ugm-3 (TEOM FDMS),-4.8,P ugm-3 (TEOM FDMS)
23-08-2024,09:00:00,9.9,P ugm-3 (TEOM FDMS),8.3725,P ugm-3,7.65956,P ugm-3,20.49722,P ugm-3,12.1,P ugm-3 (TEOM FDMS),7.2,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),-2.2,P ugm-3 (TEOM FDMS),-2.3,P ugm-3 (TEOM FDMS)
23-08-2024,10:00:00,6.2,P ugm-3 (TEOM FDMS),10.74861,P ugm-3,3.86325,P ugm-3,20.34422,P ugm-3,8.5,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),-2.3,P ugm-3 (TEOM FDMS),-2.4,P ugm-3 (TEOM FDMS)
23-08-2024,11:00:00,5.8,P ugm-3 (TEOM FDMS),11.74645,P ugm-3,13.32056,P ugm-3,31.33153,P ugm-3,9.3,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS),-3.4,P ugm-3 (TEOM FDMS),-3.1,P ugm-3 (TEOM FDMS)
23-08-2024,12:00:00,11.5,P ugm-3 (TEOM FDMS),8.5253,P ugm-3,8.83575,P ugm-3,21.90769,P ugm-3,10.3,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),6,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS)
23-08-2024,13:00:00,10,P ugm-3 (TEOM FDMS),14.65889,P ugm-3,6.73678,P ugm-3,29.21344,P ugm-3,10.1,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),5.5,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS)
23-08-2024,14:00:00,13.2,P ugm-3 (TEOM FDMS),12.19236,P ugm-3,14.37244,P ugm-3,33.06713,P ugm-3,11.2,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),7.5,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS)
23-08-2024,15:00:00,10.8,P ugm-3 (TEOM FDMS),8.79658,P ugm-3,11.38894,P ugm-3,24.87684,P ugm-3,8.1,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),2.7,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS)
23-08-2024,16:00:00,5.7,P ugm-3 (TEOM FDMS),14.3689,P ugm-3,7.2675,P ugm-3,29.2995,P ugm-3,5.2,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
23-08-2024,17:00:00,6.4,P ugm-3 (TEOM FDMS),9.84432,P ugm-3,13.617,P ugm-3,28.71141,P ugm-3,10.2,P ugm-3 (TEOM FDMS),5.8,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),-3.8,P ugm-3 (TEOM FDMS),-4,P ugm-3 (TEOM FDMS)
23-08-2024,18:00:00,11.3,P ugm-3 (TEOM FDMS),11.52817,P ugm-3,14.58759,P ugm-3,32.26388,P ugm-3,11.7,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),-0.4,P ugm-3 (TEOM FDMS),-0.7,P ugm-3 (TEOM FDMS)
23-08-2024,19:00:00,14.6,P ugm-3 (TEOM FDMS),8.98992,P ugm-3,18.69469,P ugm-3,32.47903,P ugm-3,11.4,P ugm-3 (TEOM FDMS),5.1,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS)
23-08-2024,20:00:00,13.6,P ugm-3 (TEOM FDMS),14.72438,P ugm-3,18.64209,P ugm-3,41.21916,P ugm-3,11.9,P ugm-3 (TEOM FDMS),6.2,P ugm-3 (TEOM FDMS),7.5,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS)
23-08-2024,21:00:00,16.1,P ugm-3 (TEOM FDMS),15.11728,P ugm-3,26.22994,P ugm-3,49.40944,P ugm-3,13.1,P ugm-3 (TEOM FDMS),5.6,P ugm-3 (TEOM FDMS),7.7,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS)
23-08-2024,22:00:00,14.9,P ugm-3 (TEOM FDMS),15.96544,P ugm-3,23.97319,P ugm-3,48.45319,P ugm-3,11.7,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS)
23-08-2024,23:00:00,15.8,P ugm-3 (TEOM FDMS),16.07458,P ugm-3,21.12356,P ugm-3,45.77091,P ugm-3,13.9,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS)
23-08-2024,24:00:00,14.6,P ugm-3 (TEOM FDMS),5.22931,P ugm-3,16.31363,P ugm-3,24.33178,P ugm-3,12.4,P ugm-3 (TEOM FDMS),5.3,P ugm-3 (TEOM FDMS),6.6,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS)
,,,,,,,,,,,,,,,,,,,
end of file,,,,,,,,,,,,,,,,,,,
